Time ,Device ,Event Type ,Elapse Time ,Errors,Comment
17/12/2010 18:58:53,H/W Monitor,Raid Powered On
17/12/2010 18:50:18,H/W Monitor,Raid Powered On
17/12/2010 18:45:42,H/W Monitor,Raid Powered On
17/12/2010 18:43:05,H/W Monitor,Raid Powered On
17/12/2010 18:40:05,H/W Monitor,Raid Powered On
17/12/2010 18:37:20,H/W Monitor,Raid Powered On
17/12/2010 18:36:04,Enc#3 001,Reading Error
17/12/2010 18:35:58,Enc#3 001,Reading Error
17/12/2010 18:35:33,H/W Monitor,Raid Powered On
17/12/2010 18:34:38,Enc#3 001,Reading Error
17/12/2010 18:34:32,Enc#3 001,Reading Error
17/12/2010 18:34:23,Enc#3 001,Reading Error
17/12/2010 18:33:55,Enc#3 001,Reading Error
17/12/2010 18:33:49,Enc#3 001,Reading Error
17/12/2010 18:33:40,H/W Monitor,Raid Powered On
15/12/2010 19:17:37,Enc#3 001,Time Out Error
15/12/2010 19:06:56,Enc#3 001,Reading Error
15/12/2010 16:29:03,Enc#3 001,Reading Error
15/12/2010 16:28:53,Enc#3 001,Reading Error
10/12/2010 23:33:07,Enc#3 003,Time Out Error
18/11/2010 19:00:38,Enc#3 018,Reading Error
18/11/2010 19:00:32,Enc#3 018,Reading Error
10/11/2010 17:31:32,Enc#3 000,Reading Error
10/11/2010 17:31:29,Enc#3 000,Reading Error
10/11/2010 17:31:22,Enc#3 000,Reading Error
10/11/2010 16:41:59,Enc#3 000,Reading Error
10/11/2010 16:41:56,Enc#3 000,Reading Error
10/11/2010 16:41:53,Enc#3 000,Reading Error
29/10/2010 16:10:10,Proxy Or Inband,HTTP Log In
29/10/2010 16:09:52,Proxy Or Inband,HTTP Log In
29/10/2010 16:09:47,Proxy Or Inband,HTTP Log In
29/10/2010 16:09:28,Proxy Or Inband,HTTP Log In
29/10/2010 16:09:00,Proxy Or Inband,HTTP Log In
29/10/2010 16:05:52,Proxy Or Inband,HTTP Log In
29/10/2010 15:55:01,Proxy Or Inband,HTTP Log In
29/10/2010 19:51:14,Proxy Or Inband,HTTP Log In
12/10/2010 14:16:11,Enc#3 018,Reading Error
12/10/2010 14:15:38,Enc#3 018,Reading Error
01/10/2010 16:59:29,H/W Monitor,Raid Powered On
01/10/2010 16:56:31,Enc#4 015,Device Removed
01/10/2010 16:56:31,Enc#4 014,Device Removed
01/10/2010 16:56:31,Enc#4 013,Device Removed
01/10/2010 16:56:31,Enc#4 012,Device Removed
01/10/2010 16:56:31,Enc#4 011,Device Removed
01/10/2010 16:56:31,Enc#4 010,Device Removed
01/10/2010 16:56:31,Enc#4 009,Device Removed
01/10/2010 16:56:31,Enc#4 008,Device Removed
01/10/2010 16:56:31,Enc#4 007,Device Removed
01/10/2010 16:56:31,Enc#4 006,Device Removed
01/10/2010 16:56:31,Enc#4 005,Device Removed
01/10/2010 16:56:31,Enc#4 004,Device Removed
01/10/2010 16:56:31,Enc#4 003,Device Removed
01/10/2010 16:56:31,Enc#4 002,Device Removed
01/10/2010 16:56:31,Enc#4 001,Device Removed
01/10/2010 16:56:31,Enc#4 000,Device Removed
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:31,Raid Set B,RaidSet Degraded
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Failed
01/10/2010 16:56:29, R60Vol2-2,Volume Degraded
01/10/2010 16:56:29, R60Vol2-2,Volume Degraded
28/09/2010 18:11:43,H/W Monitor,Raid Powered On
28/09/2010 18:03:44,H/W Monitor,Raid Powered On
28/09/2010 17:59:21,H/W Monitor,Raid Powered On
28/09/2010 16:47:33,H/W Monitor,Raid Powered On
28/09/2010 12:59:15,H/W Monitor,Raid Powered On


24/09/2010 15:20:30,Proxy Or Inband,HTTP Log In
10/09/2010 19:35:08,Enc#3 003,Time Out Error
29/08/2010 15:06:43,Enc#3 003,Time Out Error
28/08/2010 12:32:32,Enc#3 003,Time Out Error
24/08/2010 15:46:57,Enc#3 003,Time Out Error
20/08/2010 16:36:29,Proxy Or Inband,HTTP Log In
20/08/2010 15:27:40,H/W Monitor,Raid Powered On
20/08/2010 15:19:19,H/W Monitor,Raid Powered On
20/08/2010 10:21:07,H/W Monitor,Raid Powered On
19/08/2010 23:03:40,RAID1,Complete Rebuild,02:33:08
19/08/2010 22:59:15,Proxy Or Inband,HTTP Log In
19/08/2010 22:59:14,Proxy Or Inband,HTTP Log In
19/08/2010 22:58:59,Proxy Or Inband,HTTP Log In
19/08/2010 22:54:23,Proxy Or Inband,HTTP Log In
19/08/2010 22:53:43,Proxy Or Inband,HTTP Log In
19/08/2010 22:53:32,Proxy Or Inband,HTTP Log In
19/08/2010 22:53:29,Proxy Or Inband,HTTP Log In
19/08/2010 22:42:26,Proxy Or Inband,HTTP Log In
19/08/2010 22:42:24,Proxy Or Inband,HTTP Log In
19/08/2010 22:42:23,Proxy Or Inband,HTTP Log In
19/08/2010 22:41:58,Proxy Or Inband,HTTP Log In
19/08/2010 22:37:42,Proxy Or Inband,HTTP Log In
19/08/2010 22:37:39,Proxy Or Inband,HTTP Log In
19/08/2010 22:37:36,Proxy Or Inband,HTTP Log In
19/08/2010 22:35:58,Proxy Or Inband,HTTP Log In
19/08/2010 22:01:04,Proxy Or Inband,HTTP Log In
19/08/2010 21:56:53,Proxy Or Inband,HTTP Log In
19/08/2010 21:54:32,Proxy Or Inband,HTTP Log In
19/08/2010 21:53:49,Proxy Or Inband,HTTP Log In
19/08/2010 21:39:15,Proxy Or Inband,HTTP Log In
19/08/2010 21:39:07,Proxy Or Inband,HTTP Log In
19/08/2010 21:38:52,Proxy Or Inband,HTTP Log In
19/08/2010 20:30:31,RAID1,Start Rebuilding
19/08/2010 20:30:29,Raid Set OS,Rebuild RaidSet
19/08/2010 20:30:29,Enc#3 001,Device Inserted
19/08/2010 20:24:28,Enc#3 001,Device Failed
19/08/2010 20:24:27,Raid Set OS,RaidSet Degraded
19/08/2010 20:24:25,RAID1,Volume Degraded,,,OS Hardrive hotsawpped by NB
19/08/2010 20:21:43,Proxy Or Inband,HTTP Log In
19/08/2010 20:04:05,Proxy Or Inband,HTTP Log In
27/07/2010 10:16:23,Enc#3 003,Time Out Error
14/07/2010 13:00:15,Proxy Or Inband,HTTP Log In
13/07/2010 19:25:59,Proxy Or Inband,HTTP Log In
13/07/2010 01:05:36,Proxy Or Inband ,HTTP Log In 
12/07/2010 21:39:00,H/W Monitor ,Raid Powered On 
12/07/2010 17:24:56,H/W Monitor ,Raid Powered On 
12/07/2010 15:27:03,H/W Monitor ,Raid Powered On 
07/07/2010 13:02:19,Enc#3 003 ,Reading Error 
07/07/2010 13:02:14,Enc#3 003 ,Time Out Error 
30/06/2010 18:55:26,Proxy Or Inband ,HTTP Log In 
30/06/2010 10:26:45,Enc#3 003 ,Reading Error 
28/06/2010 13:18:21,Proxy Or Inband ,HTTP Log In 
27/06/2010 08:26:10,Enc#3 015 ,Time Out Error 
28/06/2010 13:18:21,Proxy Or Inband ,HTTP Log In 
27/06/2010 08:26:10,Enc#3 015 ,Time Out Error 
24/06/2010 19:43:26,RAID1 ,Complete Rebuild ,02:33:54
24/06/2010 17:13:09,Proxy Or Inband ,HTTP Log In 
24/06/2010 17:09:31,RAID1 ,Start Rebuilding 
24/06/2010 17:09:29,Raid Set OS ,Rebuild RaidSet 
24/06/2010 17:09:29,Enc#3 001 ,Device Inserted ,,,New drive changed by NB
24/06/2010 17:03:35,Enc#3 001 ,Device Removed 
24/06/2010 16:45:57,Proxy Or Inband ,HTTP Log In 
22/06/2010 17:06:22,Proxy Or Inband ,HTTP Log In 
16/06/2010 09:22:17,Proxy Or Inband ,HTTP Log In 
15/06/2010 11:17:21,Enc#3 003 ,Time Out Error 
07/06/2010 12:27:23,Enc#3 003 ,Reading Error 
07/06/2010 12:27:14,Enc#3 003 ,Time Out Error 
13/05/2010 10:08:35,Proxy Or Inband ,HTTP Log In 
30/04/2010 16:30:27,Enc#3 001 ,Device Failed(SMART) 
30/04/2010 16:30:26,Raid Set OS ,RaidSet Degraded 
30/04/2010 16:30:24,RAID1 ,Volume Degraded 
30/04/2010 16:30:23,Enc#3 001 ,Reading Error 
30/04/2010 03:28:18,Enc#3 001 ,Time Out Error 
29/04/2010 04:46:41,Enc#3 001 ,Time Out Error 
28/04/2010 12:52:58,Enc#3 003 ,Reading Error 
28/04/2010 12:52:52,Enc#3 003 ,Time Out Error 
27/04/2010 17:07:27,Enc#3 001 ,Time Out Error 
26/04/2010 23:48:24,Enc#3 001 ,Time Out Error 
26/04/2010 23:15:17,Enc#3 001 ,Time Out Error 
26/04/2010 23:10:26,Enc#3 001 ,Time Out Error 
26/04/2010 20:59:23,Enc#3 003 ,Time Out Error 
25/04/2010 02:51:43,Enc#3 001 ,Time Out Error 
22/04/2010 07:34:31,Enc#3 001 ,Time Out Error 
21/04/2010 23:11:47,Enc#3 001 ,Time Out Error 
15/04/2010 20:22:14,Enc#4 010 ,Time Out Error 
14/04/2010 14:13:25,Enc#3 003 ,Time Out Error 
14/04/2010 12:41:34,Enc#3 003 ,Reading Error 
14/04/2010 12:41:29,Enc#3 003 ,Time Out Error 
13/04/2010 21:51:49,Enc#3 004 ,Time Out Error 
12/04/2010 21:39:25,Enc#4 004 ,Time Out Error 
12/04/2010 14:09:31,Enc#4 004 ,Time Out Error 
11/04/2010 10:06:49,Enc#3 003 ,Time Out Error 
11/04/2010 09:49:37,Enc#4 018 ,Time Out Error 
09/04/2010 12:44:09,Enc#4 004 ,Reading Error 
09/04/2010 12:44:03,Enc#4 004 ,Time Out Error 
09/04/2010 12:43:52,Enc#4 004 ,Time Out Error 
09/04/2010 12:43:39,Enc#4 004 ,Reading Error 
09/04/2010 12:43:34,Enc#4 004 ,Time Out Error 
06/04/2010 16:33:04,Proxy Or Inband ,HTTP Log In 
05/04/2010 07:35:58,Enc#3 003 ,Reading Error 
05/04/2010 07:35:52,Enc#3 003 ,Time Out Error 
05/04/2010 06:48:43,Enc#3 003 ,Reading Error 
05/04/2010 06:45:12,Enc#3 003 ,Time Out Error 
05/04/2010 06:35:20,Enc#3 003 ,Reading Error 
05/04/2010 06:35:14,Enc#3 003 ,Time Out Error 
05/04/2010 06:34:10,Enc#3 003 ,Reading Error 
05/04/2010 06:34:04,Enc#3 003 ,Time Out Error 
05/04/2010 06:03:52,Enc#3 003 ,Time Out Error 
05/04/2010 03:54:46,Enc#3 003 ,Reading Error 
05/04/2010 02:38:09,Enc#3 003 ,Reading Error 
05/04/2010 01:47:56,Enc#3 003 ,Reading Error 
05/04/2010 01:47:50,Enc#3 003 ,Time Out Error 
05/04/2010 01:02:15,Enc#3 003 ,Reading Error 
05/04/2010 01:02:10,Enc#3 003 ,Time Out Error 
04/04/2010 15:35:02,Enc#3 017 ,Time Out Error 
03/04/2010 01:58:07,Enc#3 003 ,Reading Error 
03/04/2010 01:57:59,Enc#3 003 ,Time Out Error 
03/04/2010 01:37:02,Enc#3 003 ,Time Out Error 
01/04/2010 11:56:04,Enc#3 003 ,Time Out Error 
01/04/2010 01:24:42,Enc#4 000 ,Time Out Error 
24/03/2010 16:34:41,Proxy Or Inband ,HTTP Log In 
23/03/2010 19:53:06,Enc#4 021 ,Reading Error 
23/03/2010 15:42:56,H/W Monitor ,Raid Powered On 
12/03/2010 17:44:01,Enc#3 023 ,Time Out Error 
10/03/2010 05:14:35,R60Vol2-1 ,Complete Rebuild ,13:49:54
09/03/2010 15:24:38,R60Vol2-1 ,Start Rebuilding 
09/03/2010 15:24:35,Raid Set A ,Rebuild RaidSet 
09/03/2010 15:24:35,Enc#3 003 ,Device Inserted 
09/03/2010 15:24:35,Enc#3 003 ,Device Removed 
09/03/2010 15:24:34,Raid Set A ,RaidSet Degraded 
09/03/2010 15:24:32,R60Vol2-1 ,Volume Degraded 
09/03/2010 15:24:26,Enc#3 003 ,Time Out Error 
08/03/2010 10:50:49,Proxy Or Inband ,HTTP Log In 
05/03/2010 17:33:52,Enc#3 003 ,Reading Error 
05/03/2010 17:33:46,Enc#3 003 ,Time Out Error 
05/03/2010 17:33:12,Enc#3 003 ,Time Out Error 
04/03/2010 20:17:36,Proxy Or Inband ,HTTP Log In 
03/03/2010 21:00:38,Proxy Or Inband ,HTTP Log In 
03/03/2010 20:27:37,H/W Monitor ,Raid Powered On 
03/03/2010 19:00:42,H/W Monitor ,Raid Powered On 
02/03/2010 21:17:33,Proxy Or Inband ,HTTP Log In 
02/03/2010 20:57:03,H/W Monitor ,Raid Powered On 
02/03/2010 19:31:39,H/W Monitor ,Raid Powered On 
02/03/2010 19:12:32,Proxy Or Inband ,HTTP Log In 
02/03/2010 16:18:17,H/W Monitor ,Raid Powered On 
21/02/2010 19:19:14,Enc#4 021 ,Reading Error 
21/02/2010 19:19:09,Enc#4 021 ,Time Out Error 
17/02/2010 14:56:00,Proxy Or Inband ,HTTP Log In 
12/02/2010 03:37:31,Enc#3 003 ,Time Out Error 
08/02/2010 23:44:34,Enc#3 003 ,Time Out Error 
08/02/2010 20:39:45,Proxy Or Inband ,HTTP Log In 
04/02/2010 18:08:49,Proxy Or Inband ,HTTP Log In 
04/02/2010 13:27:37,Proxy Or Inband ,HTTP Log In 
31/01/2010 08:13:32,R60Vol2-1 ,Complete Rebuild ,38:44:06
29/01/2010 17:29:25,R60Vol2-1 ,Start Rebuilding 
29/01/2010 17:29:23,Raid Set A ,Rebuild RaidSet 
29/01/2010 17:29:23,Enc#3 018 ,Device Inserted 
29/01/2010 17:29:19,Enc#3 018 ,Device Removed 
29/01/2010 17:29:19,Raid Set A ,RaidSet Degraded 
29/01/2010 17:29:17,R60Vol2-1 ,Volume Degraded 
29/01/2010 17:29:11,Enc#3 018 ,Time Out Error 
28/01/2010 01:54:36,R60Vol2-1 ,Complete Rebuild ,16:52:18
27/01/2010 15:16:40,Proxy Or Inband ,HTTP Log In 
27/01/2010 09:06:06,R60Vol2-1 ,Start Rebuilding 
27/01/2010 09:06:04,Raid Set A ,Rebuild RaidSet 
27/01/2010 09:06:04,Enc#3 018 ,Device Inserted 
27/01/2010 09:05:46,Enc#3 018 ,Device Removed 
27/01/2010 09:05:45,Raid Set A ,RaidSet Degraded 
27/01/2010 09:05:43,R60Vol2-1 ,Volume Degraded 
27/01/2010 09:05:38,Enc#3 018 ,Time Out Error 
18/01/2010 17:12:59,Enc#3 003 ,Time Out Error 
17/01/2010 18:54:35,Proxy Or Inband ,HTTP Log In 
15/01/2010 23:27:17,Enc#3 003 ,Time Out Error 
15/01/2010 19:00:04,H/W Monitor ,Raid Powered On 
15/01/2010 18:46:00,H/W Monitor ,Raid Powered On 
15/01/2010 18:30:46,H/W Monitor ,Raid Powered On 
15/01/2010 18:20:19,H/W Monitor ,Raid Powered On 
15/01/2010 18:09:08,H/W Monitor ,Raid Powered On 
15/01/2010 13:26:17,H/W Monitor ,Raid Powered On 
14/01/2010 16:45:42,Proxy Or Inband ,HTTP Log In 
14/01/2010 10:33:05,Proxy Or Inband ,HTTP Log In 
14/01/2010 13:16:35,Proxy Or Inband ,HTTP Log In 
13/01/2010 18:41:24,H/W Monitor ,Raid Powered On 
30/12/2009 16:38:57,H/W Monitor ,Raid Powered On 
29/12/2009 22:44:07,H/W Monitor ,Raid Powered On 
29/12/2009 21:44:33,H/W Monitor ,Raid Powered On 
29/12/2009 18:47:41,Proxy Or Inband ,HTTP Log In 
29/12/2009 17:17:49,H/W Monitor ,Raid Powered On 
28/12/2009 19:41:53,E4Enclosure Temp ,Recovered 
28/12/2009 19:41:23,E4Enclosure Temp ,Over Temp. 
25/12/2009 09:06:53,E3Enclosure Temp ,Recovered 
25/12/2009 09:06:23,E3Enclosure Temp ,Over Temp. 
18/12/2009 15:24:23,E4Enclosure Temp ,Recovered 
18/12/2009 15:23:23,E4Enclosure Temp ,Over Temp. 
17/12/2009 21:23:23,H/W Monitor ,Raid Powered On 
17/12/2009 21:13:45,H/W Monitor ,Raid Powered On 
11/12/2009 14:34:55,E3Enclosure Temp ,Recovered 
11/12/2009 14:34:25,E4Enclosure Temp ,Recovered 
11/12/2009 13:59:25,E3Enclosure Temp ,Over Temp. 
11/12/2009 13:56:55,E4Enclosure Temp ,Over Temp. 
08/12/2009 23:25:25,H/W Monitor ,Raid Powered On 
08/12/2009 22:00:03,H/W Monitor ,Raid Powered On 
08/12/2009 20:32:15,E4Enclosure Temp ,Recovered 
08/12/2009 20:31:15,E4Enclosure Temp ,Over Temp. 
07/12/2009 22:53:15,H/W Monitor ,Raid Powered On 
07/12/2009 11:12:50,E4Enclosure Temp ,Recovered 
07/12/2009 11:12:20,E4Enclosure Temp ,Over Temp. 
07/12/2009 11:12:20,E3Enclosure Temp ,Recovered 
07/12/2009 11:11:50,E3Enclosure Temp ,Over Temp. 
07/12/2009 10:33:50,E4Enclosure Temp ,Recovered 
07/12/2009 10:32:50,E4Enclosure Temp ,Over Temp. 
07/12/2009 10:32:50,E3Enclosure Temp ,Recovered 
07/12/2009 10:32:20,E4Enclosure Temp ,Recovered 
07/12/2009 10:32:20,E3Enclosure Temp ,Over Temp. 
07/12/2009 10:31:50,E4Enclosure Temp ,Over Temp. 
07/12/2009 09:10:20,E4Enclosure Temp ,Recovered 
07/12/2009 09:10:20,E3Enclosure Temp ,Recovered 
07/12/2009 09:09:50,E4Enclosure Temp ,Over Temp. 
07/12/2009 09:09:20,E3Enclosure Temp ,Over Temp. 
04/12/2009 22:22:19,H/W Monitor ,Raid Powered On 
04/12/2009 20:22:51,H/W Monitor ,Raid Powered On 
04/12/2009 20:02:11,H/W Monitor ,Raid Powered On 
04/12/2009 17:30:24,H/W Monitor ,Raid Powered On 
04/12/2009 16:01:45,H/W Monitor ,Raid Powered On 
03/12/2009 16:55:17,H/W Monitor ,Raid Powered On 
03/12/2009 15:21:37,H/W Monitor ,Raid Powered On 
03/12/2009 15:04:33,H/W Monitor ,Raid Powered On 
02/12/2009 17:53:08,H/W Monitor ,Raid Powered On 
02/12/2009 17:50:02,H/W Monitor ,Raid Powered On 
02/12/2009 17:48:53,H/W Monitor ,Raid Powered On 
02/12/2009 17:45:11,H/W Monitor ,Raid Powered On 
02/12/2009 17:43:51,H/W Monitor ,Raid Powered On 
02/12/2009 17:27:57,H/W Monitor ,Raid Powered On 
02/12/2009 17:16:49,H/W Monitor ,Raid Powered On 
01/12/2009 23:02:32,H/W Monitor ,Raid Powered On 
01/12/2009 22:44:08,H/W Monitor ,Raid Powered On 
01/12/2009 20:28:00,H/W Monitor ,Raid Powered On 
